company_name,record_type,entity_type,stage,priority,status,days_since_last_contact,days_until_event,overdue_count,related_count,score,label
VISUAL STACK,meeting,lead,P2,High,scheduled,10,0,3,3,29.67,Medium
A.S.GRAPHICS,meeting,lead,P2,Low,scheduled,41,0,3,3,28.83,Medium
Digi Max,meeting,lead,P2,Medium,scheduled,25,0,3,4,31.17,Medium
Sign Times Private Limites,meeting,deal,P2,High,scheduled,50,0,1,2,35.33,High
The Sign World Enterprises,followup,deal,P2,Low,pending,8,0,1,4,28.33,Medium
sky arts,followup,lead,P2,Medium,pending,28,0,4,2,31.67,Medium
test alias test,followup,lead,P2,Medium,pending,39,0,2,3,31.5,Medium
BISWAKARMA SIGNAGES,meeting,deal,P2,Medium,scheduled,35,0,4,3,37.83,High
Biosphere Sign,followup,deal,P2,Low,pending,5,0,1,4,27.83,Medium
Infosigns,meeting,deal,P2,Low,scheduled,4,0,2,0,19.67,Low
SPL Advertising Pvt Ltd,meeting,deal,P2,Low,scheduled,44,0,2,4,34.33,High
Five Senses Sign System,followup,lead,P2,Low,pending,14,0,2,4,26.33,Medium
Inter Ext Pvt. Ltd,followup,deal,P2,Low,pending,7,0,2,3,28.17,Medium
Kumar Creation,followup,deal,P2,Low,pending,0,0,4,5,35,High
SHILP CREATION,meeting,deal,P2,High,scheduled,35,0,5,2,40.83,High
Mini sign design,meeting,lead,P2,Low,scheduled,5,0,1,1,14.83,Low
Roop Sign & Graphics,followup,deal,P2,High,pending,10,0,1,4,34.67,High
VISIONARY SIGNS,followup,deal,P2,High,pending,43,0,5,2,44.17,High
Impression Design & Print,followup,deal,P2,Medium,pending,3,0,3,3,32.5,High
LMP H shop,meeting,deal,P2,High,scheduled,42,0,4,3,42,High
Adview Advertising Pvt.Ltd,followup,deal,P2,High,pending,0,0,1,2,29,Medium
Pranaya Samantara,meeting,lead,P2,Low,scheduled,10,0,2,3,21.67,Low
SHREE CHINTAMANI  GRAPHICS,followup,deal,P2,Low,pending,2,0,0,3,23.33,Low
KASTAMYSED DESIGN & PRINT,followup,deal,P2,Medium,pending,14,0,4,3,36.33,High
The SignMan,meeting,deal,P2,Low,scheduled,1,0,2,0,19.17,Low
Swastik Print AD Industries,meeting,deal,P2,Medium,scheduled,10,0,2,3,29.67,Medium
Wonder Creation,followup,deal,P2,High,pending,37,0,5,2,43.17,High
testp,followup,lead,P2,Medium,pending,34,0,0,1,22.67,Low
Ad Signs,meeting,deal,P2,Medium,scheduled,8,0,1,1,23.33,Low
JMD`,meeting,deal,P2,High,scheduled,36,0,2,1,33,High
Miracles Creation,followup,lead,P2,Medium,pending,10,0,2,2,24.67,Low
creative signs,meeting,deal,P2,High,scheduled,4,0,2,3,31.67,Medium
Edifice Consultants Private Limited,meeting,deal,P2,High,scheduled,59,0,3,2,40.83,High
Innovision,meeting,lead,P2,Low,scheduled,8,0,3,5,27.33,Medium
Supreme Digitals,followup,deal,P2,Medium,pending,9,0,2,3,31.5,Medium
Abhi creations,meeting,deal,P2,High,scheduled,39,0,4,3,41.5,High
Ramakrishna - A Complete Printing Solution,followup,deal,P2,Medium,pending,28,0,3,2,34.67,High
Color Concept India Pvt . Ltd,meeting,deal,P2,Low,scheduled,33,0,2,1,26.5,Medium
Vara Ecom llp,meeting,lead,P2,Medium,scheduled,32,0,5,3,34.33,High
Best IDEAS Advertising,meeting,deal,P2,High,scheduled,51,0,4,2,41.5,High
Gleam Lighting,followup,lead,P2,Medium,pending,14,0,2,5,31.33,Medium
Kulswamini enterprises,meeting,deal,P2,Medium,scheduled,35,0,5,1,35.83,High
Craftech,followup,deal,P2,Low,pending,2,0,2,0,21.33,Low
Tuva Signs,followup,lead,P2,Medium,pending,31,0,2,1,26.17,Medium
test client,followup,lead,P2,Medium,pending,18,0,3,4,32,High
Raj Creation,followup,deal,P2,High,pending,60,0,4,2,45,High
Sign o hub,meeting,lead,P2,Low,scheduled,9,0,2,2,19.5,Low
Mermaid Digital Pvt Ltd,meeting,lead,P2,Low,scheduled,0,0,2,3,20,Low
Chitra graphic,meeting,deal,P2,Medium,scheduled,25,0,3,2,32.17,High
Spectrum Color Labs,followup,lead,P2,Low,pending,35,0,4,2,29.83,Medium
CMYK Grapahics,followup,deal,P2,Medium,pending,35,0,5,4,43.83,High
ELEPHANT Design Pvt Ltd.,followup,lead,P2,Low,pending,12,0,1,5,26,Medium
Elcare Systems Pvt Ltd,followup,deal,P2,High,pending,47,0,3,3,42.83,High
Sangam Enterprises,meeting,lead,P2,Low,scheduled,10,0,2,4,23.67,Low
Vrutha 360,followup,deal,P2,Medium,pending,60,0,4,3,44,High
SANE AND SHINDE ASSOCIATES,meeting,deal,P2,Medium,scheduled,33,0,5,4,41.5,High
Suman Offset Printers,followup,lead,P2,Low,pending,5,0,1,2,18.83,Low
Mahavir color lab,meeting,deal,P2,Low,scheduled,5,0,2,0,19.83,Low
Onepath integrated Solutions pvt Ltd,followup,deal,P2,High,pending,35,0,3,3,40.83,High
Signaletics,meeting,lead,P2,Medium,scheduled,10,0,4,5,32.67,High
Singai signs,followup,deal,P2,High,pending,42,0,3,2,40,High
Madhu Copy Centre,meeting,deal,P2,High,scheduled,48,0,4,3,43,High
Khadilkar process stodio,meeting,lead,P2,Low,scheduled,11,0,2,4,23.83,Low
Protector Fire and Safety,meeting,lead,P2,Low,scheduled,6,0,1,5,23,Low
Maharaja Marketing,meeting,deal,P2,Medium,scheduled,21,0,2,5,35.5,High
V R PRINTER,followup,deal,P2,Low,pending,8,0,2,1,24.33,Low
MANISH SIGN TECHNOLOGIES (20-21),followup,deal,P2,High,pending,42,0,2,1,36,High
Black Papper,followup,lead,P2,High,pending,0,0,2,3,28,Medium
Pratyush Enterprises,meeting,lead,P2,Medium,scheduled,35,0,2,2,26.83,Medium
Demarg Advertisers,followup,deal,P2,Low,pending,8,0,1,4,28.33,Medium
Shubh laxmi Signages,followup,lead,P2,Low,pending,4,0,2,3,22.67,Low
Sanjay Art Gallery,followup,deal,P2,High,pending,13,0,0,4,33.17,High
Sameer Advertising,meeting,deal,P2,Low,scheduled,24,0,3,4,33,High
Prakashal Digital Zone,followup,lead,P2,Medium,pending,18,0,5,1,30,Medium
SMEDOR,followup,deal,P2,High,pending,41,0,5,1,41.83,High
Green Tech Solutions,meeting,lead,P2,Low,scheduled,25,0,5,2,28.17,Medium
City Advertising & Marketing,meeting,deal,P2,Medium,scheduled,22,0,3,5,37.67,High
Rennix solutions,followup,deal,P2,Low,pending,11,0,3,0,24.83,Low
GOGIA PLASTICS,followup,lead,P2,High,pending,55,0,4,2,39.17,High
Working Together,meeting,lead,P2,Low,scheduled,7,0,1,3,19.17,Low
S K ARTS,meeting,lead,P2,Medium,scheduled,38,0,5,1,31.33,Medium
Spectrum Digital Solutions,meeting,deal,P2,Low,scheduled,1,0,0,2,19.17,Low
City lights,meeting,deal,P2,Medium,scheduled,54,0,3,3,39,High
X-treme solutions,meeting,deal,P2,Medium,scheduled,8,0,1,5,31.33,Medium
Radiance Signs Pvt Ltd,followup,deal,P2,High,pending,52,0,3,4,45.67,High
S4 Signs Solution,meeting,deal,P2,Medium,scheduled,0,0,0,4,26,Medium
Hipixo photography,meeting,deal,P2,Low,scheduled,4,0,2,4,27.67,Medium
City Advertising & Marketing,followup,lead,P2,Low,pending,17,0,1,4,24.83,Low
Vara Ecom llp,meeting,lead,P2,Low,scheduled,10,0,2,2,19.67,Low
ONE SOURCE ENTERPRISES,meeting,deal,P2,High,scheduled,43,0,4,5,46.17,High
SHRI SAI PRINTERS & TRADERS,meeting,deal,P2,Low,scheduled,8,0,1,2,22.33,Low
A B C DISPLAY SYSTEMS,meeting,deal,P2,High,scheduled,35,0,2,1,32.83,High
Jay Vision Care & Ophthalmics Pvt Ltd,followup,lead,P2,High,pending,59,0,4,5,45.83,High
Electrographics Sign pvt.ltd.,followup,lead,P2,High,pending,49,0,3,0,32.17,High
Delta solutions,meeting,lead,P2,High,scheduled,60,0,5,5,46,High
supreme enterprises (kondwa),meeting,lead,P2,Medium,scheduled,37,0,0,3,25.17,Medium
VAJRA SIGN TRADE,meeting,lead,P2,High,scheduled,36,0,3,5,38,High
Taksh,followup,deal,P2,High,pending,8,0,1,2,30.33,Medium
H G graphics,meeting,lead,P2,Low,scheduled,13,0,2,1,18.17,Low
GANESHA ADVERTISING,followup,lead,P2,Low,pending,6,0,1,5,25,Medium
Sheetal print and sign,followup,lead,P2,Medium,pending,60,0,1,1,29,Medium
Shiva Arts,meeting,deal,P2,Low,scheduled,11,0,3,2,26.83,Medium
Edifice Consultants Private Limited,followup,lead,P2,Medium,pending,41,0,3,3,33.83,High
Kumar Creation,followup,lead,P2,Medium,pending,8,0,4,2,28.33,Medium
The Sign Company,meeting,deal,P2,High,scheduled,41,0,5,3,43.83,High
The Grey Cell,followup,deal,P2,Low,pending,10,0,0,3,24.67,Low
PRINTBUZZ,meeting,lead,P2,Medium,scheduled,11,0,4,2,26.83,Medium
Y2K Signs,meeting,lead,P2,Medium,scheduled,10,0,3,4,28.67,Medium
Max Media,followup,lead,P2,Low,pending,0,0,1,1,16,Low
Giri sign makers,followup,deal,P2,High,pending,5,0,3,4,37.83,High
Neocraft,followup,deal,P2,Low,pending,8,0,1,3,26.33,Medium
Asia Enterprise,meeting,deal,P2,Low,scheduled,4,0,2,3,25.67,Medium
sign Makers,meeting,lead,P2,Medium,scheduled,21,0,3,4,30.5,Medium
Nova Ads/Expo,meeting,deal,P2,High,scheduled,0,0,1,2,27,Medium
HCP,meeting,lead,P2,Low,scheduled,56,0,3,1,27.33,Medium
Excel sign solutions,meeting,deal,P2,High,scheduled,35,0,5,4,44.83,High
Vaibhav Readymades,meeting,lead,P2,Low,scheduled,1,0,0,2,14.17,Low
Crest Creative,meeting,deal,P2,Medium,scheduled,13,0,3,3,32.17,High
SIGN LANGUAGE STUDIO LLP,meeting,deal,P2,Low,scheduled,15,0,1,5,29.5,Medium
Outlook Advertising,meeting,lead,P2,Medium,scheduled,13,0,0,3,21.17,Low
Excel sign solutions,meeting,lead,P2,Low,scheduled,54,0,4,0,27,Medium
PaperPixel,meeting,deal,P2,Low,scheduled,14,0,1,2,23.33,Low
Penxels Creation,meeting,deal,P2,Low,scheduled,2,0,2,5,29.33,Medium
Metro Imaging,followup,deal,P2,Medium,pending,3,0,2,1,26.5,Medium
True Ads Pvt Ltd,followup,deal,P2,Medium,pending,2,0,2,2,28.33,Medium
PATI GRAPHICS,meeting,deal,P2,Low,scheduled,12,0,2,2,25,Medium
shiva digital printing,followup,deal,P2,Low,pending,11,0,0,4,26.83,Medium
Bright Sign,meeting,deal,P2,High,scheduled,44,0,2,1,34.33,High
CANWHART,meeting,lead,P2,High,scheduled,39,0,4,4,38.5,High
Bright Sign,followup,deal,P2,High,pending,42,0,1,2,36,High
Shree enterprises,followup,lead,P2,Low,pending,2,0,0,2,16.33,Low
Artistry Inc,followup,deal,P2,High,pending,35,0,1,4,38.83,High
Iris Print,followup,deal,P2,Medium,pending,15,0,1,1,26.5,Medium
SACHIN ARTS,followup,deal,P2,Low,pending,6,0,0,4,26,Medium
Cosign India,meeting,deal,P2,Low,scheduled,0,0,4,3,29,Medium
RAJPUT CREATION,followup,deal,P2,High,pending,39,0,3,5,45.5,High
Midas touch creations,meeting,deal,P2,High,scheduled,30,0,1,2,32,High
CAPITAL OFFICE SOLUTIONS,meeting,deal,P2,Low,scheduled,14,0,4,3,31.33,Medium
Brand Space,followup,deal,P2,Low,pending,0,0,1,2,23,Low
Moraya Graphics,followup,lead,P2,Medium,pending,42,0,5,1,34,High
LMN Plaza Pvt Ltd.,followup,deal,P2,Medium,pending,34,0,2,3,35.67,High
H D CREATIONS,followup,deal,P2,High,pending,56,0,4,4,48.33,High
Shree Graphics ( pune),followup,deal,P2,Medium,pending,25,0,2,4,36.17,High
TANVIR CREATION PRIVATE LIMITED,followup,deal,P2,Low,pending,9,0,2,2,26.5,Medium
Fine Pro Multi Developers,followup,deal,P2,Medium,pending,16,0,5,3,38.67,High
Spectrum Color Labs,followup,deal,P2,Low,pending,7,0,1,3,26.17,Medium
Manjarabad Infrastructure Pvt Ltd,followup,deal,P2,Low,pending,1,0,0,0,17.17,Low
AMOL GRAPHICS,followup,deal,P2,Medium,pending,9,0,2,5,35.5,High
Aristocrat light n sign inc,followup,lead,P2,High,pending,47,0,1,3,33.83,High
Stylo Maximage Unit Of Stylo Graphics Private Limited,meeting,deal,P2,Medium,scheduled,16,0,2,4,32.67,High
test alias test,followup,deal,P2,Low,pending,60,0,3,3,39,High
print place,followup,lead,P2,Low,pending,7,0,0,2,17.17,Low
pratima,followup,deal,P2,Low,pending,9,0,1,5,30.5,Medium
First Impression Systems,followup,deal,P2,Medium,pending,19,0,2,2,31.17,Medium
GLOW SIGN,followup,lead,P2,Low,pending,11,0,2,2,21.83,Low
Shamba Shadashiv Enterprises,followup,deal,P2,Medium,pending,10,0,0,4,29.67,Medium
SIGN OPTIONS,followup,lead,P2,High,pending,10,0,5,3,35.67,High
Media Exhibitors Pvt Ltd,followup,deal,P2,Medium,pending,56,0,4,2,41.33,High
Zeliant Engineering Private Ltd,followup,deal,P2,High,pending,40,0,3,3,41.67,High
GRAPHO TECH,meeting,lead,P2,Medium,scheduled,35,0,5,0,28.83,Medium
Chitra graphic,meeting,deal,P2,Low,scheduled,13,0,2,2,25.17,Medium
RIDDHI ENTERPRISES - PUNE,meeting,deal,P2,Low,scheduled,4,0,3,5,31.67,Medium
CRYSTAL ADVERTISING & INTERIOR,followup,deal,P2,Low,pending,12,0,1,3,27,Medium
United Engineering,meeting,lead,P2,Low,scheduled,41,0,3,1,24.83,Low
Signtech Advertising,followup,deal,P2,High,pending,47,0,3,2,40.83,High
SIDDHESHWAR ENTERPRISES,followup,deal,P2,Low,pending,40,0,4,1,33.67,High
Rennix solutions,followup,deal,P2,High,pending,47,0,5,2,44.83,High
SHAPES COMMUNICATIONS PVT LTD,meeting,deal,P2,Medium,scheduled,7,0,1,0,21.17,Low
Peetsar Graphics,meeting,lead,P2,Low,scheduled,10,0,1,4,21.67,Low
Balaji plastic,meeting,deal,P2,Medium,scheduled,43,0,4,1,35.17,High
Innovision,meeting,deal,P2,High,scheduled,4,0,0,3,27.67,Medium
Asrast Technologies,followup,deal,P2,Medium,pending,26,0,1,1,28.33,Medium
Signaletics,followup,deal,P2,Low,pending,18,0,4,0,28,Medium
Sign Solutions,meeting,lead,P2,Medium,scheduled,52,0,3,3,33.67,High
PRISM Enterprises,meeting,deal,P2,Medium,scheduled,10,0,2,2,27.67,Medium
Adnest Media LLP,followup,deal,P2,Low,pending,15,0,1,3,27.5,Medium
Color Concept India Pvt . Ltd,followup,deal,P2,High,pending,35,0,4,2,40.83,High
rutuja,followup,lead,P2,Low,pending,4,0,3,1,20.67,Low
APPAJI ENTERPRISES,meeting,lead,P2,Low,scheduled,10,0,2,5,25.67,Medium
Bhairav arts,meeting,lead,P2,Low,scheduled,0,0,1,2,16,Low
AURORA IMPRESSIONS,meeting,deal,P2,Medium,scheduled,31,0,3,2,33.17,High
Bigg Impact Advertising,followup,deal,P2,Low,pending,4,0,0,1,19.67,Low
SMEDOR,followup,lead,P2,Low,pending,0,0,2,2,20,Low
Angel Ads,meeting,lead,P2,High,scheduled,35,0,3,5,37.83,High
Anomishere,meeting,lead,P2,Medium,scheduled,32,0,3,2,28.33,Medium
Label Theory,meeting,deal,P2,Medium,scheduled,16,0,2,0,24.67,Low
SUNSIGN,meeting,deal,P2,Medium,scheduled,28,0,2,1,28.67,Medium
"Concept Creator,",followup,deal,P2,High,pending,28,0,4,5,45.67,High
Joyti print & pack pvt ltd,followup,deal,P2,Low,pending,10,0,2,0,22.67,Low
Infinity signage system,followup,lead,P2,Low,pending,6,0,1,3,21,Low
Parallel Learning,followup,deal,P2,Low,pending,49,0,3,5,41.17,High
Prasad Kumbhare,meeting,deal,P2,Medium,scheduled,35,0,4,2,35.83,High
Classic Advertising,meeting,deal,P2,Low,scheduled,1,0,2,4,27.17,Medium
Ark Square Service Pvt Ltd,followup,deal,P2,High,pending,35,0,4,4,44.83,High
Ramakrishna - A Complete Printing Solution,followup,lead,P2,High,pending,27,0,2,4,34.5,High
Hemu Products,meeting,deal,P2,High,scheduled,5,0,1,4,31.83,Medium
Universal Sign,meeting,deal,P2,Low,scheduled,48,0,4,0,31,Medium
Motif Graphics pvt ltd,followup,deal,P2,Low,pending,12,0,1,3,27,Medium
HiFi Printers,followup,deal,P2,Medium,pending,34,0,4,3,39.67,High
SUNSIGN,meeting,deal,P2,High,scheduled,38,0,4,4,43.33,High
Asrast Technologies,followup,deal,P2,Medium,pending,21,0,2,2,31.5,Medium
KWALITY SIGNBIZ,meeting,deal,P2,High,scheduled,15,0,1,2,29.5,Medium
Creative Concept India Private Limited,followup,lead,P2,Medium,pending,60,0,4,3,39,High
SIGNFORMECH,meeting,deal,P2,Low,scheduled,16,0,1,3,25.67,Medium
INFINITY PRINT AND SIGNAGE INDUSTRIES,meeting,deal,P2,High,scheduled,46,0,3,1,36.67,High
P.G.ENTERPRISES,followup,deal,P2,Medium,pending,15,0,1,4,32.5,High
JBSS SIGNAGES PVT LTD,followup,deal,P2,Low,pending,25,0,3,3,33.17,High
Signx India,followup,deal,P2,Low,pending,19,0,1,1,24.17,Low
Sejal Enterprise,meeting,deal,P2,Low,scheduled,0,0,0,3,21,Low
Akshay Arts,meeting,deal,P2,Low,scheduled,27,0,2,1,25.5,Medium
Hindustan Aluminium Works,meeting,lead,P2,Low,scheduled,0,0,1,3,18,Low
Inkwell Printing Services,followup,lead,P2,Medium,pending,45,0,5,1,34.5,High
GANESHA ADVERTISING,meeting,lead,P2,Medium,scheduled,18,0,3,1,24,Low
NCC Ltd - WTC,meeting,lead,P2,Low,scheduled,40,0,4,5,34.67,High
GLOW SIGN DIGITAL ARTS,followup,deal,P2,High,pending,10,0,1,0,26.67,Medium
Sign-In,meeting,deal,P2,Low,scheduled,11,0,3,4,30.83,Medium
SANJAY SIGNS,meeting,lead,P2,High,scheduled,12,0,2,0,22,Low
Shree gajanan signs,meeting,lead,P2,High,scheduled,11,0,2,1,23.83,Low
Adview Advertising Pvt.Ltd,followup,deal,P2,Medium,pending,10,0,2,0,25.67,Medium
The Sign World Enterprises,meeting,deal,P2,Low,scheduled,35,0,4,3,34.83,High
R M Batt and co (Pankore Naka),followup,deal,P2,Medium,pending,51,0,5,2,42.5,High
Ammar arts,meeting,deal,P2,Low,scheduled,6,0,1,3,24,Low
21st Century Signs,meeting,lead,P2,Medium,scheduled,39,0,3,5,35.5,High
Bansal Graphics & Advertisers,followup,deal,P2,Low,pending,10,0,2,4,30.67,Medium
Print Life Media,followup,deal,P2,Low,pending,19,0,1,5,32.17,High
TARAPARA INDUSTRIES,followup,deal,P2,Medium,pending,12,0,2,4,34,High
US Communication,meeting,deal,P2,Medium,scheduled,0,0,2,3,28,Medium
A TO Z Enterprises,followup,deal,P2,Medium,pending,23,0,2,1,29.83,Medium
RNR Project,followup,deal,P2,Medium,pending,26,0,2,2,32.33,High
Agarwal Digital Printer,meeting,deal,P2,Medium,scheduled,39,0,5,3,40.5,High
First Page,followup,lead,P2,Medium,pending,13,0,2,3,27.17,Medium
Kumar Creation,meeting,lead,P2,Low,scheduled,27,0,4,2,26.5,Medium
SD INDUSTRIAL SOLUTION,followup,deal,P2,High,pending,38,0,3,1,37.33,High
Pro Signs,meeting,deal,P2,High,scheduled,35,0,3,1,34.83,High
Sheetla Hospital.,followup,deal,P2,Medium,pending,20,0,3,3,35.33,High
Signtek,meeting,lead,P2,Low,scheduled,9,0,0,3,17.5,Low
SPL Advertising,followup,lead,P2,Medium,pending,35,0,4,2,32.83,High
Chennai Digital Printer,meeting,lead,P2,Low,scheduled,41,0,5,0,26.83,Medium
CRYSTAL DECORATORS,followup,deal,P2,High,pending,35,0,1,5,40.83,High
Seema Enterprise,followup,deal,P2,High,pending,55,0,5,2,46.17,High
ADS SPACE PRINTERES AND ADVERTISE,followup,deal,P2,Low,pending,0,0,1,4,27,Medium
K Square India,meeting,lead,P2,Medium,scheduled,8,0,2,2,22.33,Low
ROHINI SIGNS,followup,deal,P2,High,pending,57,0,5,3,48.5,High
Mini Signage & graphics llp,followup,lead,P2,Medium,pending,20,0,3,4,32.33,High
m.m. creation,followup,deal,P2,High,pending,10,0,2,1,30.67,Medium
British Signs,meeting,deal,P2,Low,scheduled,35,0,1,0,22.83,Low
Moraya Graphics,followup,lead,P2,Low,pending,14,0,1,5,26.33,Medium
LORENZ IMAGING,meeting,deal,P2,Low,scheduled,6,0,2,0,20,Low
DD Enterprise,followup,deal,P2,Medium,pending,39,0,4,1,36.5,High
OM SAI PROCESS,meeting,lead,P2,Medium,scheduled,18,0,5,4,34,High
"SignTech Indian,",followup,lead,P2,High,pending,9,0,3,4,33.5,High
Seema Enterprise,followup,lead,P2,High,pending,47,0,4,4,41.83,High
INGENIOUS BUSINESS SOLUTION,meeting,lead,P2,Low,scheduled,14,0,1,1,16.33,Low
Impact Bulk Handling Services,followup,deal,P2,Medium,pending,22,0,3,4,37.67,High
Mini Signage & graphics llp,meeting,lead,P2,Medium,scheduled,7,0,1,3,22.17,Low
Sandeep Advertising,meeting,deal,P2,Medium,scheduled,35,0,3,4,37.83,High
ANUSHREE SIGNS,followup,lead,P2,Medium,pending,36,0,5,1,33,High
Taksh impressions llp,followup,deal,P2,High,pending,40,0,5,3,45.67,High
Indinno Technoligies Pvt Ltd,followup,deal,P2,High,pending,35,0,3,4,42.83,High
Aditya Signage,meeting,deal,P2,High,scheduled,48,0,5,0,39,High
test client,meeting,deal,P2,Low,scheduled,43,0,3,2,32.17,High
ZAHID AD,meeting,lead,P2,High,scheduled,35,0,4,3,35.83,High
POSHDECOR,followup,lead,P2,Medium,pending,13,0,2,2,25.17,Medium
GFE signages.,meeting,lead,P2,Medium,scheduled,19,0,3,3,28.17,Medium
SLN DIGITALS,followup,deal,P2,High,pending,57,0,5,3,48.5,High
Raj Arts,followup,deal,P2,Low,pending,0,0,2,3,27,Medium
M/s Arham LED,followup,lead,P2,High,pending,44,0,4,3,39.33,High
Shri Durga Trading,meeting,lead,P2,Low,scheduled,6,0,2,2,19,Low
Xenon Signage,meeting,deal,P2,Low,scheduled,35,0,4,3,34.83,High
Amaan Advertising,followup,lead,P2,Low,pending,13,0,0,2,18.17,Low
Shree gajanan signs,meeting,deal,P2,Medium,scheduled,6,0,1,2,25,Medium
Aqsa Graphics,meeting,deal,P2,Low,scheduled,4,0,1,2,21.67,Low
Aarti Arts,meeting,deal,P2,Medium,scheduled,17,0,3,3,32.83,High
Woodpecker interieurs,followup,deal,P2,Low,pending,31,0,4,4,38.17,High
RELIABLE ENGINEERS,meeting,deal,P2,High,scheduled,54,0,3,3,42,High
Media of Advertising and Publicity,meeting,deal,P2,High,scheduled,43,0,3,3,40.17,High
supreme enterprises (kondwa),meeting,deal,P2,Medium,scheduled,37,0,1,2,30.17,Medium
Apex Digital Innovative,meeting,deal,P2,Medium,scheduled,24,0,3,4,36,High
SYTECH,followup,deal,P2,Low,pending,1,0,2,1,23.17,Low
Galore,followup,deal,P2,Low,pending,7,0,2,3,28.17,Medium
INFOSIGN,followup,deal,P2,High,pending,42,0,5,5,50,High
H G graphics,followup,deal,P2,Low,pending,7,0,0,3,24.17,Low
Prasad Kumbhare,meeting,deal,P2,Low,scheduled,32,0,5,2,34.33,High
Aaptec,meeting,deal,P2,Medium,scheduled,31,0,2,1,29.17,Medium
Mahalaxmi creation,meeting,deal,P2,Medium,scheduled,0,0,1,4,28,Medium
Avasiti Design,meeting,deal,P2,Low,scheduled,20,0,2,1,24.33,Low
MASS Media,followup,lead,P2,Low,pending,1,0,1,4,22.17,Low
Vedanshee Safety and sign pvt ltd,meeting,deal,P2,Medium,scheduled,3,0,1,1,22.5,Low
Black Papper,followup,deal,P2,Medium,pending,45,0,1,1,31.5,Medium
Rivet Design Studio,followup,deal,P2,Medium,pending,36,0,3,3,38,High
M/s Arham LED,meeting,deal,P2,High,scheduled,54,0,4,3,44,High
Bharath Graphics,followup,deal,P2,Medium,pending,36,0,5,3,42,High
IMAGE MEDIA,meeting,lead,P2,Medium,scheduled,35,0,5,5,38.83,High
S S Print & Signs,meeting,lead,P2,Low,scheduled,5,0,1,3,18.83,Low
Yash  graphics,meeting,deal,P2,Medium,scheduled,11,0,3,1,27.83,Medium
sharda creation,followup,deal,P2,High,pending,45,0,3,4,44.5,High
The Signage Studio,followup,deal,P2,Low,pending,6,0,1,4,28,Medium
Ashirbad Graphics,meeting,deal,P2,Medium,scheduled,18,0,3,4,35,High
SV Corporation,followup,lead,P2,High,pending,13,0,1,5,32.17,High
Dakhni Raj Kalakruti,followup,lead,P2,Medium,pending,37,0,4,2,33.17,High
SHYAM FLEX PRINTERS,meeting,lead,P2,High,scheduled,35,0,3,2,31.83,Medium
siddhy,followup,deal,P2,High,pending,39,0,5,1,41.5,High
Dynamic Solutions,followup,deal,P2,Low,pending,0,0,0,5,27,Medium
om sai graphics,followup,deal,P2,Medium,pending,43,0,4,2,39.17,High
H D CREATIONS,followup,lead,P2,Low,pending,3,0,2,4,24.5,Low
Ishaan graphics,meeting,deal,P2,Low,scheduled,44,0,3,5,38.33,High
Galaxy Traders,followup,deal,P2,High,pending,50,0,4,3,45.33,High
Amit Khandelwal,meeting,deal,P2,Low,scheduled,10,0,1,5,28.67,Medium
JM Deepa Art,followup,deal,P2,Medium,pending,10,0,2,5,35.67,High
Global Peripheral  Solution Pvt. Ltd,followup,lead,P2,High,pending,6,0,2,3,29,Medium
Signature Graphics,meeting,deal,P2,Low,scheduled,5,0,0,4,23.83,Low
Chitra Art Glass Studio,followup,deal,P2,Medium,pending,52,0,5,2,42.67,High
SP Technology,followup,deal,P2,Low,pending,9,0,0,3,24.5,Low
18 creation,followup,deal,P2,Low,pending,8,0,1,2,24.33,Low
SHREE ARTS,followup,deal,P2,High,pending,39,0,4,0,37.5,High
Pan Media Solutions,meeting,deal,P2,High,scheduled,60,0,1,0,33,High
Kraftix Digital,meeting,deal,P2,Low,scheduled,60,0,3,4,39,High
Pantone Media Solutions LLP,meeting,lead,P2,Medium,scheduled,18,0,3,3,28,Medium
Loyality Media (OPC) Pvt Ltd,followup,deal,P2,High,pending,10,0,2,2,32.67,High
Mignon Enterprises,meeting,deal,P2,Medium,scheduled,7,0,3,1,27.17,Medium
Aditya Signage,followup,deal,P2,Medium,pending,34,0,3,2,35.67,High
Rainbow Print,followup,lead,P2,Low,pending,5,0,1,1,16.83,Low
VK:a Architecture,followup,lead,P2,High,pending,2,0,2,3,28.33,Medium
Shree Shyam Signages,followup,lead,P2,Medium,pending,35,0,4,4,36.83,High
Transform Sign Unfold Everything,meeting,deal,P2,Medium,scheduled,22,0,1,1,25.67,Medium
SHRADDHA ENTERPRISES,followup,deal,P2,Medium,pending,0,0,0,3,26,Medium
RAHUL ARTS,meeting,deal,P2,Low,scheduled,7,0,1,2,22.17,Low
P5 INDIA,meeting,lead,P2,High,scheduled,42,0,1,2,29,Medium
ROYAL ARTS,followup,deal,P2,Medium,pending,15,0,5,3,38.5,High
9 Expression,followup,deal,P2,Low,pending,6,0,2,5,32,High
Sharin Bhausaheb Nalawade,followup,deal,P2,Medium,pending,33,0,1,4,35.5,High
Macro Media Digital Imaging Pvt. Ltd.,meeting,lead,P2,High,scheduled,35,0,3,0,27.83,Medium
Printex advertising,meeting,deal,P2,High,scheduled,22,0,4,1,34.67,High
Paix Surveillance Pvt Ltd,followup,deal,P2,Medium,pending,22,0,4,2,35.67,High
Think grey ads pvt ltd,meeting,deal,P2,Low,scheduled,0,0,1,3,23,Low
INSTA MARK PVT LTD,followup,deal,P2,Low,pending,34,0,3,2,32.67,High
